【2020/09/06
81. 妄想スケッチ/40mP　★(11)デ派
82. 偶像崇拝/saiB　①ハガネ
83. チルドレンレコード/じん　②星兎
84. アブソリュート/YASUHIRO　×計量カップ→②ぴよ
85. letter song/doriko　③すだち
86. 創作性シンドローム/Shu　①稲葉快晴
87. ベノム/かいりきベア　①HANA
88. 初恋学園・純愛科/Nem　③ぴよ
89. かこめかこめ/ざわざわP　★(12)はげお
90. 乙女解剖/DECO*27　③エイミー
91. アダルトチルドレン/カンザキイオリ　②HANA
92. トリノコシティ/40mP　②りりく
93. ポストずんだロックなのだ/(無色透名祭)　③計量カップ
94. 各駅停車/末代雨季。　③星兎
95. アイドルを咲かせ/Mitchie M　×すだち→×澪山フーガ→×ハガネ→③鹿猫
96. 内臓ありますか/ピノキオピー　★(13)エイミー
97. Yellow/kz　★(14)鹿猫
98. ロキ/みきとP　★(15)計量カップ
99. 雨音ノイズ/40mP　③HANA
100. 星命学/Noz.　★(16)ひーた

【20230331 ちあトロ(Aグループ) セトリ】

001. 悲厭救済ガール/れるりり　①エイミー
002. ジェヘナ/wotaku　①なごん
003. ドーナツホール/ハチ　②なごん
004. チルドレンレコード/じん　③なごん
005. 録画/電ｷ鯨　①ぱせり
006. ピエロ/KEI　★(1)なごん
007. ラ・ピュセル/シグナルP　①ぴよ
008. 死人舞踏会/雨乃こそあど　①ゆーと
009. 大嫌い/otetsu　×デ派→×おぷち
010. 祈りはからっぽ/ぬゆり　①しるばー
011. ジャズ・ダンス・ステップ/leal　②しるばー
012. MAY/かしこ。　①Lyz
013. サラウンド/baker　①すだち
014. ブレス・ユア・ブレス/和田たけあき　①眠くない人
015. そばにいて/KEI　×セレスト→①たらぼ
016. カトラリー/有機酸　①計量カップ
017. 天使だと思っていたのに/鬱P　①デ派
018. かこめかこめ/ざわざわP　②デ派
019. ジッタードール/niki　①セレスト
020. M.I.A./ナナホシ管弦楽団　①りりく
021. イドラのサーカス/Neru　①くらげ
022. 半透明ピエロ/夏山よつぎ　×もやしP→②くらげ
023. みずいろギターロケット/色白　①ぴーなっつ
024. <<<<<</x0o0x_　①うつ
025. 消火器がダンディーで気が利く場合/家の裏でマンボウが死んでるP　①なす
026. アルコールソング/OSTER project　②ぱせり
027. Awake Now/雄之助　①rina
028. プリティふんどし☆悪マレン /ゆにめもP　×デ派→×rina→③しるばー
029. アウルソング/Islet　②たらぼ
030. 落下ウサギと寡黙な傍観者の手記/こんにちは谷田さん　①ゲオス
031. さよなら、優等生/ちいたな　②ゆーと
032. 君と僕とその空白と/のぼる↑　①Abbey
033. 家出少年と迷子少女/cosMo　×眠くない人→×くらげ→②Abbey
034. 少年少女ペレストロイカ/わか　②ぴーなっつ
035. Persona Alice/ハチ　×もやしP→①おはげ
036. サクラノキセツ/レミュー　×スルー
037. I Wanna Be/Yasuha　②Lyz
038. flare/歩く人　×rina→①ひーた
039. アマリリス、朝焼け。/Riez　×スルー
040. リバースユニバース/ナユタン星人　②眠くない人
041. こどものらくえん/サドヤ　①コウ
042. インターネットカラオケマン/ほぼ日P　③ぱせり
043. Drain/Treow　★(2)ぱせり
044. 終焉ノ栞/150P　①いつき
045. 鬼子母神ザクロ/れるりり　×スルー
046. Anti the EuphoriaHOLiC/cosMo　③くらげ
047. Gerbera/つなまる　③ぴーなっつ
048. セイデンキニンゲン/かいりきベア　★(3)くらげ
049. オルフェウス/てぃあら　×Lyz→×なす→②いつき
050. magnet/流星P　③眠くない人
051. ファムファタル/ケダルイ　×しるばー→②rina
052. 忘れてランデヴー/ジグ　①おぷち
053. 狂う獣/Misumi　①ハガネ
054. カトレア/ゆずひこ　③デ派
055. 私、案山子/あめのむらくもP　②ゲオス
056. 39みゅーじっく！/みきとP　×Abbey→×眠くない人→×なす→×Acro→③rina
057. シンガーソングライター/葵木ゴウ　×うつ→×ゆーと→②セレスト
058. CRAZY/たろう16bit　③たらぼ
059. 愛の詩/ラマーズP 　★(4)眠くない人
060. 宝物/左下ポストP　×スルー
061. paranoia/つなまる　③Abbey
062. ミレニア/カナタジュン　×セレスト
063. Like A Rolling Star ☆/PolyphonicBranch　★(5)たらぼ
064. バスター！/一億円P　★(6)ぴーなっつ
065. はしがき参(る)/100回嘔吐　②すだち
066. システマチックオーケストラ/n.k　②ハガネ
067. 害虫/鬱P　①Acro
068. cat's magic/まらしぃ　②ぴよ
069. 感傷リフレクト/なぎ　×スルー
070. あぁあぁあぁああぁあぁああぁ/梨本うい　★(7)rina
071. 少年銀河/トラボルタP　★(8)しるばー
072. アロー/KTKT　×スルー
073. SorrowChat/MIMI　②ひーた
074. イカサマダンス/まふまふ　③ゆーと
075. 雨の日の報せ/tiny Home　×スルー
076. オサナナブルー/Last Note.　★(9)Abbey
077. アップルドットコム/ピノキオピー　③セレスト
078. こあ/ピノキオピー　★(10)セレスト
079. ブラフライアー/EZFG　③Lyz
080. 幸せの内訳/risou　×スルー
081. ノマド/バルーン　②うつ
082. 僕がモンスターになった日/れるりり　③ゲオス
083. おなかすいたのうた/なぎP　×ハガネ
084. Scattered Glass/cillia　★(11)Lyz
085. ひとりぼっちのひとりごと/40mP　×稲葉快晴→×もやしP→×ぴよ→②おぷち
086. ひつじがいっぴき/Peg　①のな
087. フィナーレをあなたに。/Aira　③おぷち
088. 時の踊り子/あめのむらくもP　★(12)ゆーと
089. ワンダールインズ/晴いちばん　③うつ
090. ドロシー/Misumi　★(13)うつ
091. Gimme×Gimme/八王子P×ギガ　★(14)ゲオス
092. 信じることが怖い/水野あつ　★(15)おぷち
093. 美しく、闇/一二三　×ひーた→×エイミー→③ぴよ
094. 音偽バナシ/DECO*27　★(16)ぴよ
095. 対象χ/ユリイ・カノン　①稲葉快晴
096. Mr.wonderboy/一億円P　②おはげ
097. すーぱーぬこになれんかった/まふまふ　①もやしP
098. 無題 ep.01/袖野あらわ　×スルー
099. きょうもハレバレ/ふわりP　★(17)デ派
100. まだあの月と溺れていたい/YURAGANO　②もやしP

【20230407 ちあトロ(Aグループ) セトリ】

001. ヒトリユラリ/Kanaria　①yu-na
002. XXXXXX/雨曇　×スルー
003. エバ/柊キライ　①Cumber
004. フレイムハート/デスおはぎ　①おはげ
005. Last Continue/ピノキオピー　①ゲオス
006. あなたは世界の終わりにずんだを食べるのだ/なみぐる　②yu-na
007. ブルーベリー/水町涼　③yu-na
008. Little Scarlet Bad Girl/八王子P　★(1)yu-na
009. アブソリュート/YASUHIRO　①うつ
010. エイプリルスター/OSTER project　×デ派→②Cumber
011. メリバメロル/あのねファンタズム　①やま
012. 幸せになれる隠しコマンドがあるらしい/うたたP　①HAN
013. ゼロサム/wotaku　×デ派→①ひーた
014. アプリコット/いよわ　①エイミー
015. 自惚れ観覧車/雨の介　①ぴーなっつ
016. インターネットほぼ日P/ほぼ日P　×ハガネ→×ぴーなっつ→×HAN
017. 植物園/宮沢もよよ　②やま
018. Pale/MIMI　×ほしうさ→②ひーた
019. 僕は空気が嫁ない/cosMo　②ゲオス
020. 私のことなんて/遅刻P　×スルー
021. 幻想奇行/いーらん　①ぽんぬ
022. 脈打つための手引き/shr　①Lyz
023. drop pop candy/ギガ　③Cumber
024. 君は大嫌いな8月に、涕のように落ちてゆく/しじま　②うつ
025. one more kiss/OSTER project　②ぽんぬ
026. あの双子が円周率1000桁に挑戦/πP　★(2)Cumber
027. カウントダウン/シグナルP　③ぽんぬ
028. 銀河電燈/ナユタン星人　×ゆーと→③やま
029. ノーマライズ/光収容　×デ派→①シーラ
030. AVOCADO/蝶々P　③ひーた
031. チュルリラ・チュルリラ・ダッダッダ！/和田たけあき　①まつせ
032. 言の葉クリニック/つなまる　②ぴーなっつ
033. まだあの月と溺れていたい/YURAGANO　②まつせ
034. 家に帰ると妻が魔法少女のコスプレしています。/ほぼ日P　×デ派→×ゆーと→③まつせ
035. 絶え間なく藍色/獅子志司　★(3)やま
036. ガラクタのエレジー/椎名もた　×ゲオス→③ぴーなっつ
037. 週刊少年バイバイ/ピノキオピー　★(4)まつせ
038. 桃色バニラ/らいおお　×うつ
039. ぴんぽんだっしゅ！/はややP　★(5)ぴーなっつ
040. シャナ/Guiano　①澪山
041. 伝播超過/shr　×おはげ→②Lyz
042. MOTHER/まっちゃ　①稲葉快晴
043. 化孵化/sasakure.UK　③Lyz
044. グロリア/楽園市街　②おはげ
045. Light Snow/Treow　×Lyz
046. 夢喰い白黒バク/Nem　①デ派
047. さよならの朝/*Luna　★(6)Lyz
048. Little Traveler/ジミーサムP　③ゲオス
049. 永眠童話/まふまふ　①いつき
050. バイタルサイン/蜂屋ななし　①ゆーと
051. オシオキGIMMICK!!/Junky　①ほしうさ
052. ドゥードル/伊根　★(7)ゲオス
053. ナラクニサクハナ/仕事してP　×スルー
054. シーリング/くをりあ　×エイミー→③おはげ
055. L/Notch　×スルー
056. 黒塗り世界宛て書簡/フロクロ　②澪山
057. 月曜日の憂鬱/HoneyWorks　★(8)ぽんぬ
058. 感情泥棒/40mP　①ぴよ
059. 人間失格/Neru　①トラノヲ
060. 偽喰のレストラン/ANGL　×スルー
061. かいとう/コカンコキーヌP　×スルー
062. 独りんぼエンヴィー/電ポルP　③うつ
063. それがあなたの幸せとしても/Heavenz　②ほしうさ
064. 夏休みYummy/さつき が てんこもり　②HAN
065. ホップ！ステップ！即死！シアワセダンスデストラップ/うたたP　★(9)おはげ
066. STAGE OF SEKAI/はりーP　★(10)うつ
067. ドリームレス・ドリームス/はるまきごはん　②エイミー
068. アイドル新鋭隊/Mitchie M　①ハガネ
069. 凹面黙示録/柊マグネタイト　★(11)ひーた
070. マイナスレッテル/かいりきベア　②シーラ
071. ふたりで。/ねこぼーろ　×スルー
072. Forward/R Sound Design　②ゆーと
073. Booo!/西沢さんP　①のな
074. たりない/mao sasagawa　×スルー
075. ひとりぼっちのひとりごと/40mP　×スルー
076. PaⅢ.SENSATION/雄之助　①計量カップ
077. Xenosphere/sleepless　③HAN
078. モスクワを擁して/ふる　②デ派
079. シルバーツインズ/蜂屋ななし×ぬゆり　②稲葉快晴
080. 或世界消失/柊マグネタイト　③稲葉快晴
081. ココロ/トラボルタ　③デ派
082. かいしんのいちげき！/天月　②のな
083. イノコリ先生/HoneyWorks　★(12)稲葉快晴
084. ビバハピ/Mitchie M　③ゆーと
085. 恋の才能/とあ　★(13)HAN
086. アンノウン・マザーグース/wowaka　③エイミー
087. 愛言葉Ⅲ/DECO*27　×エイミー→③ほしうさ
088. インヒューマン/エイハブ　×いつき→③のな
089. グリーンストレート/ライブP　×スルー
090. 世界で一番きれいな朝に/カラスヤサボウ　×スルー
091. よくばり/Ayase　×澪山→×シーラ→②ぴよ
092. 一触即発☆禅ガール/れるりり　★(14)エイミー
093. ゴーストストレイト/KTKT　②トラノヲ
094. 天ノ弱/164　★(15)デ派
095. 阿吽/オワタP　×スルー
096. サラウンド/baker　×スルー
097. Convenient Singer/ワカバ　③ぴよ
098. シークレットサイド/香椎モイミ　③シーラ
099. VIRTUAL COMPLEX/八王子P　×スルー
100. キレキャリオン/ポリスピカデリー　★(16)ほしうさ

【20230414 ちあトロ(Aグループ) セトリ】

001. 夜とステップ/higma　①yu-na
002. うちゅうだいばくはつ/daniwell　×Cumber→①たらぼ
003. ロジカ/かいりきベア　×うつ→×Acro→×yu-na→①空調設備
004. ボーカロイドたちがただ2コードくりかえすだけ/GYARI　①まつせ
005. 夢の空き地/たるとP　×Klayn→×飛鳥→×yu-na→×ほしうさ→×Cumber→①ぴーなっつ
006. あなたを救う花こそあれ/傘村トータ　×まつせ→①澪山
007. 本当の自分/にいとP　×スルー
008. Fake Lover/ジミーサムP　②たらぼ
009. アライン/すしP　②まつせ
010. ぴんこすてぃっくLuv/ギガ　×まつせ→②yu-na
011. 踊らされてみたw/罪草　×Klayn→×ゆーと→①Cumber
012. 大切なコトバ/ゆにめもP　①おはげ
013. テノヒラ/wowaka　①うつ
014. First Note/blues　①すだち
015. サンドリヨン/シグナルP　①Klayn
016. アンスロポフォビア/リスミー　①もやしP
017. 空音サイレンサ/ねこぼーろ　×yu-na→×777→×たらぼ
018. 人から嫌われるのが死ぬほど怖いだけなんだ/神様うさぎ　①デ派
019. planetes/ざにお　×ぴーなっつ→×Klayn→×澪山
020. どうしてこうなった/うどんゲルゲ　×まつせ→②すだち
021. just a game/takamatt　②うつ
022. 神様はエレキ守銭奴/家の裏でマンボウが死んでるP　①しるばー
023. ポッピンキャンディ☆フィーバー/キノシタ　×たらぼ→①のな
024. ゴールテープルーパー/ろくろ　②Klayn
025. キッカイケッタイ/メドミア　①計量カップ
026. デスクトップ・シンデレラ/八王子P　③yu-na
027. 次咲く花の色は/タカノン　②ぴーなっつ
028. Delusion Girl/灯油　★(1)yu-na
029. ANIMAL/oQ　②しるばー
030. アイロニ/すこっぷ　①ほしうさ
031. キズ/KEI　×Klayn→×計量カップ→×かぷ→×デ派→①HAN
032. 無限にホメてくれる桜乃そら先生/GYARI　①ゆーと
033. インターネットがなかったら/薄塩指数　②Cumber
034. ポジティブシンキング/のぼる↑　②ほしうさ
035. じゅくじゅく/雨のち雨　③まつせ
036. SYMPHONIC DIVE - DIVA FT full edit -/Re:nG　②デ派
037. デラシネ/KEI　①ひーた
038. 永眠童話/まふまふ　×ぴーなっつ→×Cumber→③Klayn
039. ネロイズム/かいりきベア　③うつ
040. シネマ/Ayase　②ゆーと
041. 昨日をうまく生きられなかった私達はきっと明日もうまく生きられない。/HaTa　②計量カップ
042. 彼女は死んだ/テレカ　×ゆーと→③しるばー
043. あしたは死ぬことにした/ユリイ・カノン　③ほしうさ
044. 心壊サミット/DECO*27　★(2)Klayn
045. サディ/Fushi　×Cumber→×飛鳥→①コウ
046. 夕日坂/doriko　③すだち
047. 右肩の蝶/のりP　★(3)しるばー
048. ロンリーユニバース/Aqu3ra　②のな
049. たわしクリーナー/ATOLS　③ぴーなっつ
050. 知りたい/水野あつ　③ゆーと
051. 馬鹿/syudou　①さいころ
052. カミノコトバ/ゆよゆっぺ　★(4)まつせ
053. エンヴィキャットウォーク/トーマ　★(5)ぴーなっつ
054. ロウワー/ぬゆり　★(6)ゆーと
055. ∞/cosMo　③デ派
056. デドローズ/ピコン　①シーラ
057. Jump for Joy/EasyPop　★(7)うつ
058. NightGale/はりーP　×ほしうさ→③Cumber
059. 工事現場の女/小林オニキス　×空調設備→×HAN
060. 計画都市/millstones　①ギザ
061. if/喜兵衛　②HAN
062. ネータ/アレグラ　★(8)すだち
063. 春想い/risou　×スルー
064. はらぺこのルベル/電ポルP　②おはげ
065. 雨音ドロップス/かぴたろう　①Charlotte
066. 言ノ葉カルマ/れるりり　①Acro
067. カミサマネジマキ/kemu　②さいころ
068. 溺惑/Re:nG　②シーラ
069. まるいうなばら/ごーぶす　★(9)Cumber
070. それがあなたの幸せとしても/Heavenz　★(10)ほしうさ
071. ダストダウト/YURAGANO　②Charlotte
072. アイドル新鋭隊/Mitchie M　①ハガネ
073. 僕の歌をこの世で一番最後に聴いてくれる人は誰ですか/SLAVE.V-V-R　①エイミー
074. 30秒で力を使い果たしたミク曲/ラマーズP　×777
075. 道化師のパズル/ねじ式　×スルー
076. 夏空とコントレイル/ラテルネ　×かぷ→×澪山→③シーラ
077. No Logic/ジミーサムP　×Acro→②コウ
078. シザーハンズ/Nem　★(11)デ派
079. ダンセンダンス/YM　①トラノオ
080. 僕だけのロックスター/伊東歌詞太郎　×スルー
081. 観覧車/だいすけP　②エイミー
082. 夕景イエスタデイ/じん　③Charlotte
083. 赫焉のフィロソフィア/nyanyannya　×ハガネ
084. 夏色花梨の免許取得/風原　①飛鳥
085. Leia/ゆよゆっぺ　②ハガネ
086. サイコセンス/絶海　★(12)シーラ
087. スタートライン/*Luna　×スルー
088. 黒塗り世界宛て書簡/フロクロ　③計量カップ
089. SorrowChat/MIMI　×もやしP→×ひーた→×澪山→③コウ
090. ブラックハロウィン 〜デス・オア・ダンス〜/じょるじん　③のな
091. 1/100のアイ/すりぃ　×スルー
092. さよなら常識空間/cosMo　×飛鳥→×ハガネ→×のな→×空調設備→③HAN
093. ドクター=ファンクビート/nyanyannya　★(13)計量カップ
094. 祝福のメシアとアイの塔/ひとしずく×やま△　①涼水悠香
095. KILLER B/梅とら　①りん
096. ヘッジホッグ/Noz.　③エイミー
097. GravityRain/てぃあら　③おはげ
098. 絶対的少年値/みやけ　★(14)Charlotte
099. マダラカルト/トーマ　★(15)おはげ
100. Going My Way!/40mP　③ハガネ

【20230421 ちあトロ(Aグループ) セトリ】

001. くるみ☆ぽんちお/まだ仔　①きぐな
002. ガ/鬱P　①ベガ
003. シンクロサイクロトロン・スピリチュアライザー。/砂粒　①yu-na
004. モノクロスロード/アリエP　×yu-na→×うつ
005. 僕のサイノウ/wowaka　②きぐな
006. あいつが好き/jon-YAKITORY　×ベガ→×Klayn→×yu-na→×ゆーと
007. IMAWANOKIWA/いよわ　①計量カップ
008. ボーイズセイハロウ/Sohbana　③きぐな
009. ホップ！ステップ！即死！シアワセダンスデストラップ/うたたP　①Lyz
010. 世迷言/めいちゃん　×ぴーなっつ→②yu-na
011. ピー少女/ラマーズP　①HAN
012. FPS/Neru　★(1)きぐな
013. めめめめめ/ちんたら　③yu-na
014. 新時代のワルツ/あめのむらくもP　②Lyz
015. Hello,Worker/KEI　★(2)yu-na
016. ラストジャーニー/いよわ　②計量カップ
017. キャットアイメイク/奏音69　×ゆーと→①ぴよ
018. 馬鹿はアノマリーに憧れる/鬱P　×Klayn→×ぴーなっつ→①ハガネ
019. ピロリ菌のうた/ピロリロP　×すだち→②ぴよ
020. 同窓会/是　①シーラ
021. 三日月ステップ/r-906　②ベガ
022. ドドド更生人生/ぷす　×Klayn→①パワ史
023. ニュース39/Mitchie M　①すだち
024. 心壊サミット/DECO*27　×ゆーと→②シーラ
025. 桜前線異常ナシ/ワタルP　×ベガ→×すだち→①ゲオス
026. 篝火/Junky　×スルー
027. イジワルな出会い/HoneyWorks　①ぴーなっつ
028. レジと些事/薄塩指数　①Klayn
029. フロムトーキョー/夏代孝明　②ぴーなっつ
030. マスマティガール/OSTER project　×HAN
031. キャンディーナイトドール/イナナキ　×ベガ→×ゆーと
032. メタモリボン/emon　②ゲオス
033. 格子の心臓/西沢さんP　×ぴーなっつ→③ゲオス
034. 合わせ鏡/人間合格　③シーラ
035. Casino/Azari　②Klayn
036. 平和の鐘/リアルアキバボーイズ　①りん
037. アンデッドエネミー/スズム×ギガ　②HAN
038. ヴィラン/てにをは　③ベガ
039. ダイブ！！/さまぐら　①ほしうさ
040. 未来の歌/malo　②すだち
041. ひとつの国のリラ/utml　①デ派
042. glow/keeno　③すだち
043. ボカラン詐欺/ざにお　③HAN
044. 良い夢を/におP　×スルー
045. 明けない夜を壊せ/Task　×ハガネ→③ぴーなっつ
046. GAMEBOY GAMEGIRL/ヤヅキ　×Klayn
047. Nightscape/R Sound Design　★(3)シーラ
048. ビーバー/すりぃ　★(4)ベガ
049. Boom Boom Boom/KIRA　×スルー
050. スーパーチャージマッハー/みきとP　★(5)HAN
051. 誰かのために生きてないし/あるえちゃん　×スルー
052. 或る詩謡い人形の記録『雪菫の少女』/青磁　×のな
053. スカーレットハート/ぺむ　×スルー
054. イノコリ先生/HoneyWorks　①Charlotte
055. 心臓コネクト/スズム　①おぷち
056. ごめんごめん/100回嘔吐　③Klayn
057. 死んでもいいと思う程に眠りたいことがある/saikawa　×スルー
058. ヤミヨカエラ/キョータ　×スルー
059. ↑人生ゲーム↓/ゆずひこ　★(6)Klayn
060. エスカトロジー/うどんタイマーP　×スルー
061. 教室の悪魔/鬱P　②ハガネ
062. さよならスマイル/中西　×スルー
063. ルサンチマン・クラブ/しーくん　③Lyz
064. ルカ様は憂鬱/えっちP　×スルー
065. アンハッピーリフレイン/wowaka　①うつ
066. 圧倒的絶望ちゃん/SLAVE.V-V-R　①もやしP
067. 七月十九日は永遠に/シャノン　★(7)ぴーなっつ
068. Blindness/Treow　★(8)Lyz
069. ワニたちのなみだはうそらしい/NY　×ゲオス→×すだち→×計量カップ
070. 蒟蒻ゼリーを食べると死にます/ほぼ日P　①稲葉快晴
071. 壊れぬハートが欲しいのだ/石風呂　③計量カップ
072. 生意気ハニー/HoneyWorks　×ゆーと→③ぴよ
073. ハイパーゴサムササビスティックディサピアリジーニャス/nyanyannya　②パワ史
074. Division/Twinfield　×スルー
075. Swimsuit/ラマーズP　②おぷち
076. ひよこと天秤/ふる　②デ派
077. アリス/ATOLS　×スルー
078. 毒占欲/DECO*27　×うつ→①ひーた
079. ごめんね ごめんね/きくお　③デ派
080. 君がそばにいるように/じょん　×スルー
081. ひまわりの記憶/フタリ　×スルー
082. 自堕楽/こめだわら　①ゆーと
083. ビームが撃てたらいいのに/粗品　②稲葉快晴
084. 告白ライバル宣言/HoneyWorks　★(9)デ派
085. 7150日/瀬名航　③おぷち
086. ステラ/じん　×のな→②りん
087. 夜が巡る/雨曇　×スルー
088. 6900000000/kyotn　★(10)ゲオス
089. 四季折の羽/ひとしずく×やま△　★(11)ぴよ
090. インビジブル/kemu　③パワ史
091. ルルージュ/MIMI　②ほしうさ
092. 夢の話をきかせて/沢田凛　×スルー
093. 猫猫的宇宙論/ナユタン星人　②Charlotte
094. 網膜は銀幕 人はみなシネマ/濁茶　×スルー
095. シンデレラ/DECO*27　★(12)計量カップ
096. さよーならみなさん/椎名もた　②もやしP
097. ロスタルジー/youまん　②ゆーと
098. トラッシュ・アンド・トラッシュ/和田たけあき　①涼水悠香
099. 神堕とし奇譚/廉　×スルー
100. SPiCa/とくP　②うつ

【20230428 ちあトロ(Aグループ) セトリ】

001. だから言ったでしょ？/EasyPop　①Klayn
002. Deja Vu/CIRCRUSH　×デ派
003. ダウナー/oyasumi　×スルー
004. 30秒で力を使い果たしたミク曲/ラマーズP　×ベガ→①ぱせり
005. ん～いい！最高！パーフェクトなメス豚！/SLAVE.V-V-R　×スルー
006. ひつじがいっぴき/Peg　①ベガ
007. Blackjack/ゆちゃ　①フォルテ
008. カニ カニ カニ。/Ingen　②ベガ
009. 月夜の結/ちいたな　×フォルテ→①みおやま
010. スピークイージー/wotaku　③ベガ
011. ロンリーチルドレン/すりぃ　×まつせ→×ベガ→×Klayn→×おはげ→①ひーた
012. わがままマイウェイ!!/マサきりたんP　×ハガネ→②ぱせり
013. 恋する☆ビーム/cillia　①yu-na
014. 夜になったら耿十八は/Peg　①まつせ
015. Endless End/ルシュカ　×スルー
016. デレ化現象100%/ラマーズP　×ゲオス→②おはげ
017. インターネッツ・ディスコ/buzzG　②yu-na
018. アイスドロップ/Aqu3ra　①眠くない人
019. 生意気ハニー/HoneyWorks　③yu-na
020. プリズム/メル　★(1)yu-na
021. 夏は短し恋せよ男子/コニー　★(2)ベガ
022. ミスアフタヌーン/ケダルイ　×音→①Lyz
023. アリスのマジカルハッピーワールド/夏山よつぎ　②まつせ
024. りょうしんのせんのう/青谷　×もやしP
025. Vampire’s ∞ pathoS/ひとしずく×やま△　①うつ
026. 発光体のルーディ/ぶっちぎりP　③ぱせり
027. そんな気持ちぐらいは誰にでもあるって言われてもみんなニコニコニコニコ生きてるんだから信じらんねえよ/薄塩指数　★(3)ぱせり
028. キメラ/DECO*27　①エイミー
029. ヘテロドキシー/椎乃味醂　②Klayn
030. GALLOWS BELL/buzzG　×フォルテ→①ゲオス
031. Anti the EuphoriaHOLiC/cosMo　×デ派
032. 海賊Fの肖像/ひとしずく×やま△　×Klayn→×眠くない人→②おはげ
033. ストリーミングハート/DECO*27　②フォルテ
034. だれかの心臓になれたなら/ユリイ・カノン　①ゆーと
035. ハローディストピア/まふまふ　②うつ
036. 頓珍漢の宴/ピノキオピー　②エイミー
037. マーシャル・マキシマイザー/柊マグネタイト　×パワ史→①もやしP
038. ゴーストダンス/Aqu3ra　③Klayn
039. 東京ディスコミュニケーション/Virgin Noize　×まつせ→③おはげ
040. 現実的論理主義者/ゴボウメン　②眠くない人
041. WORLD'S END UMBRELLA/ハチ　③フォルテ
042. 信じるものは救われない/みきとP　②Lyz
043. 百年夜行/PolyphonicBranch　★(4)フォルテ
044. 泣けど喚けど朝がきて/4ma15　×Klayn→③眠くない人
045. プラリネ/かしこ。　②ゆーと
046. バーバヤーガ/煮ル果実　①パワ史
047. ワールド・オブ・パラドクス/yukkedoluce　③まつせ
048. ハートに火をつけて/ナナホシ管弦楽団　①ぴよ
049. D/梅とら　★(5)眠くない人
050. 逃避行/こめだわら　★(6)まつせ
051. チルドレンレコード/じん　①デ派
052. 天国と地獄/れるりり　①おぷち
053. マシュマリー/MIMI　③エイミー
054. 忘れてランデヴー/ジグ　③Lyz
055. なかったことにしてほしい/半端未定　×スルー
056. It's no way/sat　×ゆーと→×デ派→②おぷち
057. マンモスをそだてよう/サイゼP　①セレスト
058. キミノカゼニナル/のぼる↑　×りん→①カサダ
059. 生きる/水野あつ　①せーもん
060. 二次元ドリームフィーバー/PolyphonicBranch　①Acro
061. ポジティ部vsネガティ部/ワンオポ　×ゆーと→②ゲオス
062. ハナタバ/MIMI　①ぴーなっつ
063. 愛言葉Ⅳ/DECO*27　③うつ
064. 恐怖！不透明人間/アゴアニキ　①ハガネ
065. 今好きになる。-triangle story-/HoneyWorks　×ぴーなっつ→★(7)Klayn
066. 偽物人間40号/Shimon　★(8)うつ
067. 黎明/Noz.　①のな
068. LUNATIC LOVE/Islet　×おぷち
069. Prayer Will Live/yuukiss　×すだち→②ぴーなっつ
070. ミクミクミクミクミ/キノシタ　×ゆーと→×777→③ぴーなっつ
071. 銀河トレイン/蕾P　×スルー
072. エリカ/あめのむらくもP　×のな→★(9)おはげ
073. イタズラ忍法帳/村人P　×ぴーなっつ→★(10)エイミー
074. Dependence Intension/Treow　★(11)Lyz
075. 赤い実はじけた/samfree　①ayano
076. 虹/whoo　×スルー
077. 柑橘ネコぱんち/みきとP　×スルー
078. インビジヴル/Fushi　×ハガネ→★(12)ぴーなっつ
079. 祝福のメシアとアイの塔/ひとしずく×やま△　②デ派
080. だきしめるまで。/MIMI　②ひーた
081. アイボリー/Aqu3ra　×ゲオス→③ひーた
082. 反重力の街/Misumi　①777
083. たりないかぼちゃ/ピノキオピー　③ゆーと
084. ライア/ねこぼーろ　①シーラ
085. ダーティダディ/ハイノミ　①音
086. レクイエム/Kanaria　②音
087. 京都ダ菓子屋センソー/みきとP　③ゲオス
088. 捨て子のステラ/Neru　★(13)ひーた
089. スノウドライヴ(01.23)/Omoi　★(14)ゲオス
090. 想像フォレスト/じん　②777
091. まにまに/r-906　★(15)ゆーと
092. 先生あのね/西沢さんP　②Acro
093. ODDS&ENDS/ryo　③デ派
094. ヨヅリナ/ピノキオピー　②ハガネ
095. Change me/shu-tP　×777→②セレスト
096. 身体は正直だって言ってんの/式浦。　①稲葉快晴
097. イナイイナイ依存症/かいりきベア　×音→×空調設備→×パワ史→×おぷち→②カサダ
098. めでぃかる☆どりーむ☆ふぉーまっと/ラマーズP　③セレスト
099. ANTI THE ∞ HOLiC/cosMo　★(16)デ派
100. Convenient Singer/ワカバ　②ぴよ

【2023/05/05　ちあトロ(Aグループ)　セトリ】

01. 空想フォレスト/じん　①Takuan
02. 最低な明日の歌/NIX　・スルー
03. マーシャルの嬌声/buzzG　×Abbey→①ぽんぬ
04. きっとこの命に意味は無かった/こんにちは谷田さん　①ゆゆゆ
05. シックシックシック/ピノキオピー　②Takuan
06. 愛されなくても君がいる/ピノキオピー　③Takuan
07. 明日ハ素晴ラシ/nyanyannya　×ゆゆゆ→①ばさし
08. めちゃくちゃデカい犬/カルロス袴田(サイゼP)　×ゆーと→★(1)Takuan
09. チチンプイプイ/真島ゆろ　①せーもん
10. 4BLOOD/KIRA　①うつ
11. ティアラ/せきこみごはん　①Abbey
12. No Thank You/hcm　・スルー
