OK_COUNT_MISMATCH_BEFORE_WIN:user=maruma,current=3,base=4	31.MUGIC/れるりり    ★(4)まるま	MUGIC	れるりり						315	A	2026/09/04	maruma	WIN4
NG_COUNT_EXCEEDED_BEFORE_LOSE:user=しゃい,current=3,base=2	71.リンちゃんなう！Seasons / オワタP　×Moai→×しゃい→④ルナ・アリス	リンちゃんなう！Seasons	オワタP						315	B	2026/09/05	Moai太郎	NG	しゃい	NG	ルナ・アリス	OK4
NG_COUNT_MISMATCH_BEFORE_LOSE:user=しゃい,current=3,base=2	79.サンセットマーチ / けーだっしゅ　××しゃい	サンセットマーチ	けーだっしゅ						315	B	2026/09/05	しゃい	LOSE		SKIP
