contentId	song	title	artist.0	artist.1	rank	viewCounter	commentCounter	mylistCounter	likeCounter	userId	tags.0	tags.1	tags.2	tags.3	tags.4	tags.5	tags.6	tags.7	tags.8	tags.9	tags.10	startTime	thumbnailUrl	lengthSeconds	sub_artist.0
sm34529505	アイソテーゼ・ハートレス	アイソテーゼ・ハートレス / wyiroha feat.初音ミク&GUMI	ゐろは苹果		非公開	28649	120	188		84374835	VOCALOID	wyiroha	VOCALOIDオリジナル曲	GUMI	v_flowerオリジナル曲	GUMIオリジナル曲	v_flower	ゐろは苹果				2019-01-26T18:00:00+09:00		204	
sm28441967	過ぎし3月の君へ	「過ぎし3月の君へ」 オリジナル曲 Vo.初音ミク	doriko		非公開	173501	1409	2487		655340	VOCALOID	初音ミク	過ぎし3月の君へ	ミクオリジナル曲	nezuki	VOCALOID春曲	ボカロバラード	初音ミク名曲リンク	VOCALOID殿堂入り	DAM&JOY配信中	doriko(きりたんP)	2016-03-18T20:00:00+09:00		270	
sm39638338	ネッコに顔を踏まれたい	【琴葉茜・葵（蕾）】ネッコに顔を踏まれたい【歌うA.I.VOICE】	にっくきゆう			15889	156	251	642	24702456	歌うA.I.VOICE	kotonosync	琴葉茜・葵(蕾)	ネッコに顔を踏まれたい	A.I.VOICE	スリッパ化不可避	なにこれかわいい	もっと評価されるべき	かわいいの暴力			2021-11-18T16:30:00+09:00	https://nicovideo.cdn.nimg.jp/thumbnails/39638338/39638338.45986609	124	
sm40862114	Caught At Last	Caught At Last (ついに捕まった)/DEX	Jordan Forester	無色透名祭公式		1574	14	19		85859410	VOCALOID	音楽	無色透名祭	Caught_At_Last(ついに捕まった)	DEX(VOCALOID)	dexオリジナル曲	無色透名祭本人投稿リンク	窓外放出-P				2022-08-02T18:29:02+09:00	https://nicovideo.cdn.nimg.jp/thumbnails/40862114/40862114.30810173	159	
sm26869818	リフレクトノイズ	【結月ゆかり】-リフレクトノイズ-【オリジナル】	雨河雪		削除済	29095	148	470		20603806	VOCALOID	結月ゆかり	SetsU	和田夏祈	Odd_Sun	すこっち	ゆかりオリジナル曲	リフレクトノイズ	もっと評価されるべき	良調教		2015-08-06T20:00:00+09:00		272	
sm40880453	キャラメルヘブン	キャラメルヘブン / 初音ミク・可不・闇音レンリ【花粉管】	花粉管	無色透名祭公式		1466	24	29		98027080	VOCALOID	初音ミク	可不	闇音レンリ	無色透名祭	無色透名美術館	キャラメルヘブン	無色透名祭本人投稿リンク	花粉管	ミクオリジナル曲		2022-08-06T14:32:02+09:00	https://nicovideo.cdn.nimg.jp/thumbnails/40880453/40880453.43528309	258	
sm42632149	夏嵐と透明人間	夏嵐と透明人間 / feat.可不	うつつ	無色透名祭公式		2769	32	42		56958227	VOCALOID	vocarock	可不	可不オリジナル曲	ボカロ夏曲	無色透名祭本人投稿リンク	CeVIOオリジナル曲					2023-08-16T20:00:00+09:00	https://nicovideo.cdn.nimg.jp/thumbnails/42632149/42632149.46640672	264	
sm39568709	名前を呼ばないで	名前を呼ばないで / はかめ feat.可不	はかめ		削除済	12951	142	189		121151926	VOCALOID	CeVIOオリジナル曲	VOCALOID新曲リンク	CeVIO新曲リンク	可不	可不オリジナル曲	CeVIO	CeVIO_AI	はかめ	ボカロ歌謡曲	ネオ歌謡	2021-11-02T18:55:00+09:00		190	
sm40854175	Escape	Escape /feat.初音ミク 【オリジナル】	Fuwano	無色透名祭公式		1100	8	14		125196587	VOCALOID	初音ミク	音楽	無色透名祭本人投稿リンク	ミクオリジナル曲							2022-07-31T23:31:02+09:00	https://nicovideo.cdn.nimg.jp/thumbnails/40854175/40854175.52087953	197	
sm36332360	わっ! のうた	わっ! のうた【歌うボイスロイド】	わかばマークおじさん			31858	124	437		7636484	琴葉姉妹	琴葉茜	琴葉葵	歌うボイスロイド	VOICEROID	音楽	茜・葵オリジナル曲	琴葉茜・葵	わぁわぁ動画	わかばマークおじさん		2020-02-07T20:24:02+09:00	https://nicovideo.cdn.nimg.jp/thumbnails/36332360/36332360.93056092	137	
sm42986964	雨とダンス	雨とダンス/ Re;TroK（リトロク） feat.初音ミク	リトロク	無色透名祭公式		1717	32	32		123187437	夜のうた	vocaloid梅雨入り	VOCALOID	お洒落なミクうた	VOCAJAZZ	無色透名祭Ⅱ本人投稿リンク	mikupop	#プロセカnext	歌踊コレOK			2023-11-05T20:51:02+09:00	https://nicovideo.cdn.nimg.jp/thumbnails/42986964/42986964.42999487	173	
sm21893513	EdelWeiss	【初音ミク】EdelWeiss【オリジナル曲】	オカメP		削除済	50169	443	1786		4082746	VOCALOID	初音ミク	ミクオリジナル曲	オカメP	VOCAROCK	切ないミクうた	EdelWeiss(オカメP)	マイリス巡回推奨	ききいるミクうた	Edelweiß	VOCALEAMO	2013-09-23T18:15:26+09:00		218	
sm37680422	俯瞰、愛を躍る	俯瞰、愛を躍る。ft.闇音レンリ	きっとずっとぼっち。			41406	316	571		93768913	闇音レンリ	VOCALOID	synthesizerv	踊ってみた	ぽるし	レンリオリジナル曲	きっと、ずっと、ぼっち。	俯瞰、愛を躍る	もっと評価されるべき	既存楽曲復活祭		2020-10-17T19:00:00+09:00	https://nicovideo.cdn.nimg.jp/thumbnails/37680422/37680422.16434614	146	
sm38623269	Vanilla	Vanilla / 初音ミク	袖野あらわ		非公開	45821	505	560		118869322	VOCALOID	初音ミク	ボカコレ2021春ルーキー	ボカコレ2021春TOP30	ボカコレ2021春	VOCALOID処女作	袖野あらわ	ミクオリジナル曲	Vanilla(袖野あらわ)	お洒落なミクうた		2021-04-24T00:00:00+09:00		150	
sm40258995	歪なわけ、教えてあげる	歪なわけ、教えてあげる / ゐろは苹果	ゐろは苹果		非公開	824473	413	2892		84374835	VOCALOID	v_flower	v_flowerオリジナル曲	歪なわけ、教えてあげる	ナミネ	ゐろは苹果	微分音	VOCALOID殿堂入り	24平均律	v_flower名曲リンク		2022-04-01T19:28:02+09:00		118	
sm2059015	バレンタインの	【鏡音リン、初音ミク、鏡音レン、KAITO】バレンタインの【オリジナル】	バレンタインP			6274	415	62		3381517	鏡音リン	初音ミク	鏡音レン	KAITO	VOCALOID	バレンタインＰ	VOCALOID合唱団	VOCALOIDオリジナル曲	VOCALOIDバレンタイン曲	鏡音リン・レン		2008-01-17T08:12:46+09:00	https://nicovideo.cdn.nimg.jp/thumbnails/2059015/2059015	150	
sm35486736	水無月の通り雨	水無月の通り雨 / ゐろは苹果	ゐろは苹果		非公開	49445	176	683		84374835	VOCALOID	ゐろは苹果	VOCALOIDオリジナル曲	GUMI	GUMIオリジナル曲	お洒落なGUMIうた	水無月の通り雨	隠れた名曲	GUMI名曲リンク			2019-08-03T19:00:00+09:00		253	
sm43927988	レイのつぶやき	レイのつぶやき / 足立レイ	にほしか		非公開	6010	175	131		121238028	足立レイ	足立レイオリジナル曲	レイのつぶやき	VOCALOID	UTAU	にほしか	足立レイズモ曲リンク	VOCALOIDネタ曲リンク				2024-08-07T21:28:03+09:00		158	
sm39110310	祭ル!!	祭ル!! / 鏡音リン MV	ushiee		非公開	13103	161	265		33209711	VOCALOID	鏡音リン	#プロセカNEXT	プロセカNEXT	リンオリジナル曲	イケリン	クールなリンうた	もっと評価されるべき	祭ル!!	VOCALOID和風曲	VOCALOID新曲リンク	2021-07-31T16:07:03+09:00		196	
sm40854666	アイスクリーム	アイスクリーム / Re;TroK（リトロク） feat.初音ミク【無色透名祭 参加作品】	リトロク	無色透名祭公式		1529	65	35		123187437	VOCALOID	大人のミクうた	お洒落なミクうた	初音ミクオリジナル曲	初音ミク	無色透名祭	無色透名祭本人投稿リンク	Re;TroK(リトロク)	VOCAJAZZ	夜のうた	ミクオリジナル曲	2022-08-01T01:06:02+09:00	https://nicovideo.cdn.nimg.jp/thumbnails/40854666/40854666.25748670	236	
sm12075172	The Beast.	【初音ミク】 The Beast. 【オリジナル】	スペクタクルP		削除済	390039	27831	11879		415655	☺♥☻	The_Beast.	初音ミク	VOCALOID	ミクオリジナル曲	VOCALOID殿堂入り	スペクタクルP	VOCALOID殿堂入り墓地				2010-09-11T22:50:37+09:00		175	
sm31739587	スーサイドダンスにご用心	スーサイドダンスにご用心／flower	ミリ子		非公開	98142	402	1133		35267836	VOCALOID	v_flower	VOCALOIDオリジナル曲	ミリ子	琴葉猫	v_flowerオリジナル曲	スーサイドダンスにご用心	VOCAROCK	DAM&JOY配信中	VOCALOID殿堂入り直前		2017-08-13T18:01:00+09:00		208	
sm32716394	コンプレックスアートを召上れ	コンプレックスアートを召上れ／flower	ミリ子		非公開	45307	238	699		35267836	VOCALOID	v_flower	VOCALOIDオリジナル曲	ミリ子	琴葉猫	v_flowerオリジナル曲	コンプレックスアートを召上れ	もっと評価されるべき				2018-02-10T19:10:00+09:00		211	
sm43005901	アンサー	アンサー / 初音ミク	作曲見習いのとある大学生	無色透名祭公式		2461	24	31		123752506	初音ミク	オリジナル楽曲	アンサー	answer	ボカロ	vocaloid	オリジナル曲	初音ミクオリジナル曲	無色透名祭Ⅱ本人投稿リンク	アンサー(作曲見習いのとある大学生)		2023-11-10T18:11:03+09:00	https://nicovideo.cdn.nimg.jp/thumbnails/43005901/43005901.50169415	222	
sm41953437	luv drama	luv drama / 結月ゆかり･初音ミク	袖野あらわ		非公開	23048	317	399		118869322	VOCALOID	結月ゆかり_雫	初音ミク	ボカコレ2023春TOP100ランキング参加曲	ボカコレ2023春	袖野あらわ	POEMLOID	ポエトリーリーディング	ゆかりオリジナル曲	ミクオリジナル曲		2023-03-19T00:04:02+09:00		134	
sm33631338	Plum	Plum / 初音ミク【MV】	No.85		非公開	55993	261	847		32343291	VOCALOID	Plum	No.85	ぱたぱた	雨悠ぱこ	coles	初音ミク	VOCAROCK	ミクオリジナル曲	もっと評価されるべき	クールなミクうた	2018-08-05T20:05:00+09:00		209	
sm41714921	ロストワールド	ロストワールド / かぁくん feat. 初音ミク	かぁくん		削除済	20709	255	358		59562674	VOCALOID	初音ミク	ミクオリジナル曲	#プロセカNEXT	VOCALOIDオリジナル曲	かぁくん	ロストワールド	世界崩壊曲リンク				2023-01-29T19:00:00+09:00		213	
sm36589496	ナイトメア・レイヴィーナス	 ‌ ‌	2kino		削除済	97253	1067	1198		93377646	VOCALOID	初音ミク	ミクオリジナル曲	VOCALOIDオリジナル曲	音楽	ナイトメア・レイヴィーナス	Kinos	2kino	歌ってみろ	ラーメンタイマー	VOCALOID殿堂入り直前	2020-03-29T20:00:00+09:00		180	
sm34663592	深海列車はさよならを乗せて	深海列車はさよならを乗せて/初音ミク	せき		非公開	23346	140	306		87274289	VOCALOID	ピアノミク	せき（ボカロP）	ミクオリジナル曲	ボカロバラード	VOCALOID新曲リンク	切ないミクうた	そのね	深海列車はさよならを乗せて	VOCALOID深海入り	初音ミク	2019-02-20T19:01:02+09:00		330	
sm13411290	新世界へのプロローグ	初音ミク -新世界へのプロローグ- オリジナル	箸休		削除済	33280	715	1882		19900666	VOCALOID	VOCALOID処女作	箸休/hashiyasume	ミクノポップ	期待の新人	世界の新着動画完走組	新世界へのプロローグ	初音ミク	ミクオリジナル曲			2011-01-26T17:01:05+09:00		220	
sm38188453	ソドム	ソドム - flower	芳並京		非公開	19849	62	202		92504555	VOCALOIDオリジナル曲	v_flowerオリジナル曲	v_flower	VOCALOID	VOCAROCK	VOCALOID新曲リンク	ソドム(芳並京)	もっと評価されるべき	芳並京			2021-01-28T21:00:02+09:00		228	
sm44681852	scissors	【裏命】 scissors / EN0N	EN0N			1600	15	55	103	123332420	ボカコレ2025冬TOP100ランキング参加曲	VOCALOID	CeVIO	音楽	裏命オリジナル曲	CeVIO_AI	CeVIOオリジナル曲	裏命				2025-02-22T00:00:41+09:00	https://nicovideo.cdn.nimg.jp/thumbnails/44681852/44681852.1333220	172	
sm34881808	ウミガメのなみだはしおらしい	ウミガメのなみだはしおらしい	鯡苦心			745443	3340	5782	3932	88642697	.(sm21783669)	イワシがつちからはえてくるんだ	クロマグロがとんでくる	ヤツメ穴	表情をつけられた歌声	2号兄貴リスペクト	海鮮市場アレンジリンク	ころんば	神動画	永遠に評価されるべき	最後まで見るべき	2019-03-31T00:00:14+09:00	https://nicovideo.cdn.nimg.jp/thumbnails/34881808/34881808.38766	195	
sm39474442	Deep	Deep / 初音ミク	袖野あらわ		非公開	134629	749	1252		118869322	ボカコレ2021秋ルーキー	ボカコレ2021秋	ボカコレ2021秋TOP100	VOCALOID	初音ミク	セクハラP	ミクオリジナル曲	袖野あらわ	Deep（袖野あらわ）	VOCALOID殿堂入り	お洒落なミクうた	2021-10-14T00:00:00+09:00		154	
sm35718123	蝶々溶解	蝶々溶解 / ゐろは苹果	ゐろは苹果		非公開	44821	132	463		84374835	VOCALOID	ゐろは苹果	VOCALOIDオリジナル曲	v_flower	v_flowerオリジナル曲	もっと評価されるべき	蝶々溶解	VOCAROCK	クールな花うた	ダークなぼかうた		2019-09-23T19:00:00+09:00		216	
sm39964985	samidare	【UTAU / 花撫シア】daikonspiders「samidare」	daikonspiders			974	11	30		51202909	utau	vocaloid	utau新曲リンク	vocaloid新曲リンク	花撫シア	UTAUオリジナル曲	もっと評価されるべき	daikonspiders	ノーコピーライトガール	花撫シアオリジナル曲	samidare（daikonspiders）	2022-01-29T23:40:00+09:00	https://nicovideo.cdn.nimg.jp/thumbnails/39964985/39964985.55362770	182	
sm32104110	無・無・無	【鏡音レン】無・無・無【オリジナル楽曲】	雛瀬		削除済	13497	310	426		63723022	VOCALOID	鏡音レン	レンオリジナル曲	3i2e	Chiptune×VOCALOIDリンク	無・無・無(3i2e)	鏡音レンV4X	もっと評価されるべき	神調教	もっともっと評価されるべき	良作再浮上リンク	2017-10-16T20:00:00+09:00		214	
sm21027040	ユクエシレズ	【ユクエシレズ】うみろ feat.GUMI	うみろ		非公開	1237627	10725	25570		27435971	ボカロ	VOCALOID	ユクエシレズ	GUMIオリジナル曲	GUMI	DAM&JOY配信中	GUMI名曲リンク	VOCALOID伝説入り	さらに評価されるべき	神調教	納得の感動	2013-06-03T10:16:19+09:00		224	
nm7103480	チルノのすうがく教室	【東方】 チルノのすうがく教室	EIKI`			1124111	35621	28454	499	89360	音楽	東方	初音ミク	コーポ	チルノのすうがく教室	VOCALOID	東方VOCALOID	涙腺を破壊する程度の動画	現実郷	VOCALOID伝説入り	VOCALOIDカバー曲	2009-05-20T21:07:26+09:00	https://nicovideo.cdn.nimg.jp/thumbnails/7103480/7103480	333	
sm32479792	シャットダウン	【重音テト/初音ミク】シャットダウン 【オリジナル】	半人間			2187	23	30		2420369	VOCALOID	UTAU	重音テト	初音ミク	UTAUオリジナル曲	ネギドリル	ヒルヒ	UTAUROCK	もっと評価されるべき	テトオリジナル曲	阿修羅P	2017-12-25T23:07:48+09:00	https://nicovideo.cdn.nimg.jp/thumbnails/32479792/32479792	232	
sm40846699	東京地下鉄ラバー	東京地下鉄ラバー / feat.可不 【ヘッドフォンガール】	カナタジュン	無色透名祭公式		5036	75	87	169	2485021	VOCALOID	可不	可不オリジナル曲	CeVIOオリジナル曲	投稿者コメント	カナタジュン	無色透名祭本人投稿リンク	東京地下鉄ラバー	vocaloid鉄道シリーズ			2022-07-31T20:05:00+09:00	https://nicovideo.cdn.nimg.jp/thumbnails/40846699/40846699.52885977	147	
sm39985553	シルシナータ	ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤシルシナータ	フヲルテ			11845	45	87		37661986	VOCALOID	可不	可不オリジナル曲	kafu_オリジナル楽曲	forute	フヲルテ	cevioオリジナル曲	cevio新曲リンク	もっと評価されるべき			2022-02-03T20:00:00+09:00	https://nicovideo.cdn.nimg.jp/thumbnails/39985553/39985553.4046295	206	
sm41781642	サムナンビュリスト	サムナンビュリスト/初音ミク.feat takkann	たっかんP			714	3	3		127994292	VOCALOID	初音ミク	たっかんP	takkann	ミクオリジナル曲							2023-02-11T20:20:02+09:00	https://nicovideo.cdn.nimg.jp/thumbnails/41781642/41781642.56966000	328	
sm39872532	iris	【UTAU / セレスト】daikonspiders「iris」	daikonspiders			1314	23	45		51202909	vocaloid	utau	vocaloid新曲リンク	utau新曲リンク	セレスト(utau)	UTAUオリジナル曲	セレストオリジナル曲	daikonspiders	ノーコピーライトガール	iris（daikonspiders）	もっと評価されるべき	2022-01-08T23:52:02+09:00	https://nicovideo.cdn.nimg.jp/thumbnails/39872532/39872532.39122065	172	
